id,img,label_true,text,prob_pred,label_pred,classification,description,modality_type,error
43910,img/43910.png,1,i just started a company selling landmines that look like prayer mats prophets are going through the roof,0.9,1,hateful,"The meme creates a violent association between prayer mats, which are religious items used by Muslims, and landmines. It implies that Muslim worship items are weapons designed to kill, utilizing a dark humor format to dehumanize the religion and equate religious practice with terrorism.",,
14865,img/14865.png,0,"terrible as hitler was, he did enjoy watching sports",0.85,1,hateful,"The meme makes light of Adolf Hitler's atrocities by contrasting them with a trivial humanizing detail (watching sports). This falls under the definition of mocking historical figures associated with hate and genocide, which trivializes the immense suffering caused by the Holocaust.",,
94185,img/94185.png,1,how a black woman can fight crime,0.95,1,hateful,"The meme makes a direct racial attack on Black women by implying they are responsible for high crime rates, thereby reinforcing a racist stereotype and attributing a social problem to a specific racial group.",,
27498,img/27498.png,1,who's gonna make the sandwiches? what do we do with all these sandwiches?,0.99,1,hateful,"The meme juxtaposes a photo of two men kissing with a photo of two women kissing (brides) using the text 'who's gonna make the sandwiches' and 'what do we do with all these sandwiches'. The phrase 'make the sandwiches' is a well-known homophobic dog whistle referring to oral sex, implying that gay people engage in sexual acts rather than procreating. This serves to mock and demean the LGBTQ+ community.",,
14975,img/14975.png,0,hitting is a crime. it's about time people understood that,0.98,1,non-hateful,"The meme features an image of a woman with visible signs of physical abuse (bruised face) and text stating 'hitting is a crime. it's about time people understood that'. This content advocates against violence and domestic abuse, which is the opposite of hate speech. It raises awareness about a crime rather than attacking a protected group.",,
18367,img/18367.png,0,i love my slow cooker,0.0,0,non-hateful,The image shows food in a slow cooker and the text expresses affection for the appliance. There is no hate speech or attack on any group based on characteristics.,,
74250,img/74250.png,0,white kids kids dreaming about their first day of school,0.95,1,hateful,"The meme makes a derogatory generalization about white children by labeling them as 'kids dreaming about their first day of school,' implying a negative trait associated with their race.",,
47183,img/47183.png,0,taking the liberals to a whole new level,0.1,0,non-hateful,"The meme features politicians Ilhan Omar and Rashida Tlaib and uses the phrase 'taking the liberals to a whole new level.' While it relies on a political stereotype and may be seen as mocking their identity or political views, it does not contain dehumanizing language, statements of inferiority, or calls for violence/exclusion. It falls under political satire or expression of opinion rather than hate speech as defined by the criteria.",,
78134,img/78134.png,0,in other countries in pakistan,0.01,0,non-hateful,"The meme contrasts a happy couple with Pakistani cricket players, using sports victory as a proxy for happiness or societal well-being. It does not contain attacks, stereotypes, or derogatory language targeting Pakistanis based on nationality or ethnicity, nor does it imply inferiority or exclusion.",,
16354,img/16354.png,1,we've taken this country! now fuck off! we're taking it back!,0.99,1,hateful,"The meme juxtaposes an image of a Muslim man, characterized by religious attire and Urdu script, with violent rhetoric ('we've taken this country! now fuck off!'). The second panel features a white man aiming a shotgun with the text 'we're taking it back!', visually and textually threatening violence against the Muslim group depicted above based on their religion and perceived dominance.",,
58672,img/58672.png,1,did you know that the chinese eat dogs savages disgusting,0.95,1,hateful,"The text promotes a harmful stereotype claiming Chinese people eat dogs and labels them 'savages,' which constitutes a dehumanizing and racist attack based on ethnicity.",,
65342,img/65342.png,1,"barn army enlist, and bomb ant hills ""grab your pitchfork and meet at the barn""",0.95,1,hateful,"The meme combines imagery of a missile with the Kaaba and Muslim pilgrims, using the text 'bomb ant hills' to dehumanize the worshippers and suggest they are targets for military violence, which constitutes a violent call to action against a religious group.",,
61349,img/61349.png,1,the proper way to pop a blackhead,0.9,1,hateful,"The meme trivializes a violent physical altercation between men of different races by labeling it as a method for 'popping a blackhead', effectively dehumanizing the Black victim and using racial identity to make light of assault.",,
94560,img/94560.png,1,and for my next class project!,0.95,1,hateful,"The meme juxtaposes an image of individuals dressed as Hamas militants with explosives and a rifle against the text 'and for my next class project!'. This trivializes terrorism and violent extremism, mocking the act of killing or preparing for an attack by framing it as a benign school assignment. This constitutes mocking hate crime and trivializing violence associated with specific militant groups.",,
46920,img/46920.png,1,we want sharia law !! well.... go home,0.98,1,hateful,"The meme calls for the exclusion and deportation of Muslims, who are stereotypically and inaccurately portrayed as demanding 'sharia law', by telling them to 'go home'. This is a xenophobic attack based on religion and immigration status.",,
61503,img/61503.png,0,someone else used kids to push an agenda,0.7,1,hateful,"The image depicts Adolf Hitler interacting with a child. This is used to satirize political figures who use children as props for public relations, implying the subject shares Hitler's manipulative nature and historical association with hate. It falls under 'evoking pain from historical figures'.",,
53172,img/53172.png,0,straight outta the oven step one :turn on the gas,0.95,1,hateful,"The meme contains the phrase 'straight outta the oven' and 'step one :turn on the gas'. While 'straight outta the oven' is a harmless cooking pun, the phrase 'turn on the gas' is a widely recognized euphemism for mass murder and genocide, specifically referencing the Holocaust. In the context of internet culture, combining a human figure with the text 'turn on the gas' is a common dog-whistle used to express support for or make light of genocide.",,
89536,img/89536.png,0,so many lives lost because of this man,0.95,1,hateful,"The meme evokes pain and suffering from a historical figure responsible for genocide by directly attributing massive loss of life to him. This triggers the 'evoking pain from historical figures' clause of the definition, serving as a reminder of the atrocities committed against specific ethnic and religious groups.",,
67082,img/67082.png,0,"""1st day of 4th grade sandy hook elementary school""",0.85,1,hateful,"The text explicitly mentions 'sandy hook elementary school', referencing a location associated with a tragic mass shooting. In the context of internet culture, referencing this specific school is often used to mock the victims of hate crimes or the tragedy itself, thereby invoking pain from historical figures and trivializing the suffering of the victims.",,
47263,img/47263.png,1,pre-heat to 350 degrees,1.0,1,hateful,"Trivializes the Holocaust and mass murder by presenting a scene of body disposal at a crematorium with humorous, instructional text ('pre-heat to 350 degrees'), which mocks genocide and dehumanizes victims.",,
10285,img/10285.png,1,you are what you eat meanwhile in africa,0.95,1,hateful,"The meme utilizes the 'meanwhile in Africa' trope to associate the continent with starvation and poverty. This stereotype implies that people in Africa are universally deprived and dehumanizes the region, constituting a harmful generalization based on nationality and ethnicity.",,
39076,img/39076.png,0,playing with the monkeys in thailand,0.01,0,non-hateful,"The meme depicts a positive interaction between a tourist and a monkey in Thailand. There is no text or imagery that attacks, dehumanizes, or promotes exclusion based on protected characteristics.",,
27384,img/27384.png,0,that face you make when you're a bully and just got beat up by a girl,0.01,0,non-hateful,"The meme mocks Donald Trump, a political figure, by comparing him to a bully who got beaten up by a girl. This is a political attack using a common archetype but does not target a group based on protected characteristics such as race, religion, or gender.",,
92317,img/92317.png,0,"you either die a hero, or live long enough to become the villain",0.0,0,non-hateful,"The meme displays a positive scene of celebration with a Pride flag, accompanied by a humorous pop-culture quote about aging and villainy. There is no attack, hate speech, or negative stereotyping directed at any group based on protected characteristics.",,
49028,img/49028.png,0,i finally found my girlfriends g-spot turns out it was in her sister the whole time,0.0,0,non-hateful,"The text contains sexually explicit and crude language regarding the user's personal sexual life. It does not attack, dehumanize, or mock a protected group based on characteristics like race, religion, gender, or sexual orientation.",,
3214,img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?,0.98,1,hateful,"The meme depicts a man making a sexually predatory remark about a 12-year-old child, referencing their age and asking about their gender. This content normalizes sexual interest in minors and is offensive and harmful.",,
7653,img/07653.png,1,"in the last days there will be god hating scoffers, ridiculers, deniers and mockers following after their own lusts",0.98,1,hateful,"The meme superimposes a religious condemnation onto an image of LGBTQ+ individuals, framing their identity and expression as sinful behavior driven by lust and mockery of God. This constitutes a hateful attack based on sexual orientation and gender expression by dehumanizing and demonizing the group.",,
62703,img/62703.png,0,they shot the wrong gorilla,0.05,0,non-hateful,"The meme references the tragic shooting of Harambe the gorilla. It uses dark humor to suggest that because the gorilla was shot, the 'wrong' one was killed, implying that a human (specifically the person who threw the rock) should have been shot instead. While it expresses a call for violence against the individual involved in the incident, it does not attack a group based on protected characteristics like race, religion, or ethnicity as defined in the hate speech definition.",,
78914,img/78914.png,0,terrorist trojan horse enemy of the state,0.98,1,hateful,"The meme labels the Trojan Horse, a symbol associated with the history of Greece, as a 'terrorist' and 'enemy of the state.' This constitutes a direct attack based on nationality by associating a specific culture with terrorism and enemy status.",,
2783,img/02783.png,1,a picture of my great great great grand grandfather's tractors they don't make them like they used to,1.0,1,hateful,"The meme dehumanizes enslaved Black people by comparing them to machinery ('tractors') and uses the nostalgic phrase 'they don't make them like they used to' to trivialize and mock the brutality of slavery, constituting a hateful attack based on race.",,
2145,img/02145.png,0,"and then i asked mom, what's for dinner?",0.85,1,hateful,"The meme depicts a dinner table with food that appears to be of African origin (such as fufu, stews, and plantains). By pairing this image with the text 'and then i asked mom, what's for dinner?', it trivializes the cultural identity and traditions of African people, treating their heritage and cuisine as a punchline for mockery.",,
40982,img/40982.png,1,and just like that... this sandwich maker doubles as ironing board,0.9,1,hateful,"The meme implies that women are useless or incompetent because they only know how to make sandwiches, serving as a sexist stereotype that devalues women.",,
25061,img/25061.png,1,this is el paso shooter's father. every. single. time,0.95,1,hateful,"The meme falsely identifies the man in the image as the father of the El Paso shooter. The El Paso shooter is infamous for a white supremacist hate crime targeting Latino individuals. By labeling this random man as the 'shooter's father' 'every single time', the meme acts as an indirect attack on individuals who share the man's appearance or presumed ethnicity/religion (Latino/Muslim), falsely linking them to a mass murderer and evoking pain from a hate crime.",,
7528,img/07528.png,1,the latest and greatest. a truck that comes with a dishwasher!,0.01,0,non-hateful,"The meme makes a joke about a truck having a dishwasher, likely referencing the stereotypical 'housewife' role. It does not contain any hate speech or attack on protected characteristics.",,
24396,img/24396.png,1,"so like, why are men even gay? girls have buttholes too you know.",0.85,1,hateful,"The meme text suggests that men are gay primarily for sexual access to buttholes, implying that women do not offer that specific gratification. This conveys a message of inferiority regarding women's bodies and reduces them to a lack of specific anatomy, mocking their value in comparison to men.",,
43175,img/43175.png,1,when was the last time you saw so many mentally ill people on the streat,1.0,1,hateful,"The meme labels participants in a Pride parade as 'mentally ill people,' equating a visible LGBTQ+ gathering with mental illness. This constitutes a hateful attack based on sexual orientation and gender identity by using dehumanizing language and stigmatization.",,
34189,img/34189.png,0,fight for what you believe in fight for the future,0.0,0,non-hateful,The meme features individuals engaging in peaceful protest or activism with inspirational text about fighting for beliefs and the future. It does not attack any group based on protected characteristics.,,
9863,img/09863.png,0,diverse group of women,0.01,0,non-hateful,"The image shows a group of women of different ethnicities and ages smiling together, and the text 'diverse group of women' accurately describes them. There is no attack, stereotype, or hateful language directed at any group.",,
52091,img/52091.png,1,"women ask for equal rights, so i give them equal lefts aswell",0.95,1,hateful,"The meme mocks the concept of women's equal rights by making a dark joke about inflicting physical violence ('equal lefts') on them, supported by an image of a woman with visible facial injuries.",,
56241,img/56241.png,1,94% of them test positive for rh blood type which means they have monkey blood as a result they are born with a tail and other animal traits,0.95,1,hateful,"The text claims that people with Rh positive blood have 'monkey blood' and are born with tails and other animal traits. This is dehumanizing language that compares a group of humans to animals based on a biological characteristic (blood type), implying they are inferior or sub-human.",,
