id,img,label_true,text,prob_pred,label_pred,classification,description,modality_type,error
50198,img/50198.png,0,you don't need cocaine to be happy,0.99,1,hateful,"The meme uses the phrase 'you don't need cocaine to be happy' as an insult directed at a man with Down syndrome, mocking his disability by equating his appearance or demeanor with drug addiction.",,
78612,img/78612.png,0,go see fifty shades darker in theaters alone and throw mayonnaise at couples in the dark,0.05,0,non-hateful,"The meme suggests an act of public harassment (throwing mayonnaise) targeting 'couples', which is not a protected group based on the defined characteristics (ethnicity, race, religion, etc.). While the behavior is described as malicious or pranking in nature, it does not constitute hate speech against a marginalized identity.",,
54206,img/54206.png,0,you can smell disgust and hate from this photo,0.95,1,hateful,"The meme utilizes a historical photograph of the Ku Klux Klan, a hate group responsible for racial terrorism. By explicitly labeling the photo with 'disgust and hate,' it invokes the pain and terror associated with historical racial violence and the legacy of the KKK.",,
65403,img/65403.png,1,money is evil give it to us,0.05,0,non-hateful,"The meme uses the text 'money is evil' and 'give it to us' overlaid on an image of a Catholic mass to imply the Church is hypocritical or corrupt. While this serves as political or religious satire criticizing the institution's financial practices, it does not constitute a hateful attack under the provided definition. It does not dehumanize members of the faith, suggest inferiority, or call for exclusion or segregation based on religion, but rather mocks a perceived contradiction in the institution's values.",,
86170,img/86170.png,1,how to keep the thefts out,1.0,1,hateful,"The image features members of the Ku Klux Klan, a white supremacist terrorist organization known for racial violence. The text 'how to keep the thefts out' utilizes a racist dog whistle to associate Black people with crime, invoking historical racial stereotypes to justify hate and exclusion.",,
37420,img/37420.png,0,like lebanon terrorism can destroy a beautiful country,1.0,1,hateful,"The meme explicitly equates Lebanese people with terrorism, attributing the destruction of their country to their inherent identity. This is a dehumanizing statement of inferiority and a direct attack based on nationality.",,
85237,img/85237.png,0,these are all the weapons that were seized from isis,0.85,1,hateful,"The meme depicts a massive collection of firearms attributed to ISIS and labeled as 'seized'. This imagery and text are commonly used to reinforce negative stereotypes regarding Muslims, implying the entire religion is synonymous with terrorism or excessive violence. This aligns with the provided example of equating a religious group with terrorism, serving as an attack based on religion.",,
83264,img/83264.png,1,randomly deciding to bake something,0.9,1,hateful,"The image uses Adolf Hitler, the leader of the Nazi regime responsible for the Holocaust, to trivialize a mundane activity (baking). This evokes pain from a historical figure associated with genocide and the systematic murder of millions, including Jewish people and other marginalized groups, which falls under the definition of hateful content.",,
6582,img/06582.png,1,they are terrorists anyone who doesn't agree is an idiot,1.0,1,hateful,"The meme explicitly labels the people in the image, who are visibly Muslim, as 'terrorists'. This equates an entire religious group with violence and terrorism, which constitutes a direct attack and statement of inferiority based on religion.",,
13026,img/13026.png,1,under the name of multiculturalism we let terrorist into this country,1.0,1,hateful,"The text explicitly states 'we let terrorist into this country' while showing a woman wearing a hijab, directly equating Muslim women with terrorists. This is a hateful generalization attacking a specific religious group.",,
59206,img/59206.png,0,traveling through chimney,0.0,0,non-hateful,"The meme features Santa Claus in a parade float with the caption 'traveling through chimney', which is a literal or punning reference to folklore. It contains no attacks, stereotypes, or derogatory language directed at any protected group.",,
63827,img/63827.png,1,teacher of the year for black community,1.0,1,hateful,"The image displays a noose, a symbol of lynching and racial terror, juxtaposed with text mentioning the 'black community,' creating a direct violent threat based on race.",,
13809,img/13809.png,1,doing o's with the smoke,0.99,1,hateful,"The image depicts a crematorium building at Auschwitz concentration camp, a primary site of the Jewish Holocaust. The text uses a vulgar slang phrase to mock or trivialize the act of mass murder performed at this location, constituting a hateful attack by trivializing the genocide of Jewish people.",,
98543,img/98543.png,1,upper downer,0.98,1,hateful,"The meme explicitly uses lines of white powder (drugs) and an empty bag in the top panel, combined with the text 'upper' (slang for stimulants), and juxtaposes this with an image of a smiling man with Down syndrome in the bottom panel with the text 'downer' (slang for depressants). This relies on a cruel wordplay that links a human disability with drug usage, effectively making a derogatory joke at the expense of a person with a disability.",,
17028,img/17028.png,1,"feeling bored, let's go to a mosque",0.95,1,hateful,"Combines a reference to the 2002 Stockholm church bombings with the word 'mosque', implying that the perpetrators were motivated by a desire to attack a mosque. This reinforces the harmful stereotype equating Muslim religious sites with terrorism and acts as a dehumanizing attack on Muslims.",,
91756,img/91756.png,1,abnormal vs normal,0.95,1,hateful,"The text labels the woman wearing a hijab as 'abnormal', creating a false dichotomy that positions her religious expression as inferior or deviant compared to the 'normal' standard.",,
3567,img/03567.png,1,potato is my favorite color of the alphabet,0.0,0,non-hateful,"The meme contains absurd nonsensical text ('potato is my favorite color of the alphabet') paired with a smiling individual. It does not target any protected group, express violence, or convey dehumanizing or inferiority-based messages.",,
12045,img/12045.png,0,learn to hunt. it's a valuable skill,0.0,0,non-hateful,"The meme shows a child aiming a rifle with text advocating for learning to hunt. The content is related to recreational hunting and skill acquisition, which does not constitute an attack on any protected group, nor does it invoke violence, dehumanization, or segregation based on identity characteristics.",,
53046,img/53046.png,1,"you've heard of elf on a shelf, now get ready for",0.01,0,non-hateful,"The meme displays a person posing with cartoon characters and makes a pun on the phrase 'elf on the shelf', but contains no attacks on protected groups, dehumanizing language, or offensive stereotypes.",,
52394,img/52394.png,0,i forgot what are we fighting over again?,0.9,1,hateful,"The meme depicts a violent mob engaging in a blood-soaked brawl, which serves as a dehumanizing caricature of the group involved. This imagery is historically used to portray Arabs and Muslims as irrational, violent barbarians. By using this 'blood sports' stereotype to mock the conflict in the Middle East, the meme relies on and reinforces harmful racial and ethnic tropes about the inherent violence of the population.",,
63175,img/63175.png,0,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles",0.0,0,non-hateful,"The meme uses sexually explicit language to make a crude joke but does not contain any attacks, stereotypes, or expressions of inferiority targeting a protected group based on race, religion, gender, sexual orientation, or other characteristics defined in the hateful criteria.",,
62970,img/62970.png,0,if you want to know how they were treated illustration of man with four slaves chained together,0.95,1,hateful,"The meme uses a historical illustration of enslaved people to mock the inhumane treatment of a marginalized group, trivializing the trauma of slavery and evoking pain from historical atrocities.",,
45062,img/45062.png,0,me and my kids are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!,0.0,0,non-hateful,"The meme features Donald Trump making a self-deprecating statement claiming he and his children will 'rob this country' at the expense of his voters. This is political satire and self-criticism directed at the figure himself, not an attack on any group based on protected characteristics like race, religion, or nationality.",,
18356,img/18356.png,0,i took a shower this morning,0.95,1,hateful,"The image features Adolf Hitler and Benito Mussolini laughing hysterically at the caption 'i took a shower this morning'. By having historical figures associated with mass genocide and war crimes mock a common daily hygiene activity, the meme trivializes their atrocities and mocks the suffering of their victims. This invokes pain related to historical figures and events, satisfying the definition of hateful content.",,
62375,img/62375.png,1,im not saying i'm racist im just saying all muslims are terrorists,1.0,1,hateful,"The text explicitly equates an entire religious group (Muslims) with terrorism, presenting a harmful generalization and dehumanizing stereotype that constitutes a direct attack on religious identity.",,
32579,img/32579.png,0,come to the dark side we have weed,0.001,0,non-hateful,"The meme features Snoop Dogg and Star Wars characters making a joke about marijuana. It does not contain any attacks, stereotypes, or derogatory language targeting a protected group based on ethnicity, religion, gender, or other defined characteristics.",,
1742,img/01742.png,0,in just one hour from now i'll only have 4 hours left until i have to work a mere 3 hours,0.0,0,non-hateful,"The meme features a man in an office setting with text describing a relatable scenario of procrastination or counting down time until work. The content does not contain any attacks on protected groups, stereotypes, or dehumanizing language based on characteristics like race, religion, gender, or disability.",,
69815,img/69815.png,1,thank you for allowing me into your country now we need to talk about the things that need to change around here to accommodate my beliefs,0.85,1,hateful,"The meme utilizes a caricature of an immigrant or Muslim man to present a cynical narrative that migrants enter countries demanding special treatment and systemic changes for their beliefs. This promotes negative stereotypes regarding immigrants and religious minorities, fostering resentment and framing them as a burden or threat to the host society.",,
7198,img/07198.png,1,islam is a religion of peace stop criticizing my religion,0.95,1,hateful,"The meme presents an image of a soldier surrounded by firearms while displaying text that claims Islam is a religion of peace and demands an end to criticism. By juxtaposing the visual of armed conflict with the claim of peacefulness, the meme satirizes and attacks Islam through sarcasm, implying the religion is inherently violent or hypocritical, which constitutes a statement of inferiority based on religion.",,
83675,img/83675.png,0,i'm gonna be like phelps one day,0.01,0,non-hateful,"The meme shows a swimmer with the text 'i'm gonna be like phelps one day', expressing a personal ambition to emulate Michael Phelps. There are no attacks, stereotypes, or dehumanizing elements targeting any protected group.",,
95604,img/95604.png,1,"they want to be accepted for who they are, yet theren't able to accept themselves for who they are",0.0,0,non-hateful,"The text expresses a philosophical sentiment about the desire for acceptance and self-identity. The image features a drag queen, but the text does not attack or dehumanize her or any group based on protected characteristics. It does not convey a hateful message.",,
61085,img/61085.png,0,upper downer,0.0,0,non-hateful,"The meme uses the term 'downer' to label a box of NyQuil, a common sleep aid. While 'downer' is a slang term for depressant drugs, applying it to an over-the-counter medication does not constitute a hate speech attack on a protected group (such as race, religion, or gender). There is no targeted dehumanization or incitement of violence against a specific identity.",,
19385,img/19385.png,0,rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu,0.9,1,non-hateful,"The meme uses a parody of a nursery rhyme to deliver a direct insult ('little stupid ass bitch'). However, the insult is generic and directed at an individual without referencing any protected characteristics such as race, religion, sex, or gender identity. It does not meet the criteria for hate speech as it lacks an attack based on group identity.",,
8291,img/08291.png,1,white people is this a shooting range,1.0,1,hateful,"The text uses a racial slur and relies on the racist trope comparing Black people to shooting targets, evoking historical racial violence and dehumanization.",,
24316,img/24316.png,1,sharks don't attack him why? they think it's whale shit,1.0,1,hateful,"The meme uses the image of a dark-skinned child and compares them to 'whale shit' as a punchline, which constitutes a dehumanizing attack based on race and skin color.",,
2157,img/02157.png,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes",0.95,1,hateful,"The meme depicts a goat, a symbol often used as a religious slur for Muslims, and attributes the statement 'I'm pregnant' to 'Mohammed'. This creates a dehumanizing narrative that implies bestiality involving the Prophet Muhammad, which is a direct attack on Muslim religious figures and mocks their faith.",,
43698,img/43698.png,0,don't be late for work get the protestor plow,0.95,1,hateful,"The meme calls for violence against protesters by labeling a snowplow a 'protestor plow', which is a direct attack inciting physical harm against a group of people.",,
75286,img/75286.png,1,look at this sandwich maker club i found on wish on clearance,0.0,0,non-hateful,"The meme depicts a woman making a sandwich in a kitchen with text about finding a sandwich maker on clearance. It contains no attacks on any protected groups, nor does it use stereotypes or derogatory language.",,
21567,img/21567.png,1,our dad is a potato farmer,0.98,1,hateful,"The text explicitly associates Down syndrome with a derogatory slang term, utilizing a racial slur as a metaphor for disability. This constitutes a dehumanizing attack and statement of inferiority against people with disabilities.",,
32691,img/32691.png,1,this is how muslims celebrate new year,1.0,1,hateful,"The meme explicitly links Muslims with the September 11 attacks by depicting the World Trade Center towers on fire and captioning it as 'how muslims celebrate new year'. This equates a religious group with a terrorist attack, reinforcing a harmful stereotype and constituting a direct attack based on religion.",,
19075,img/19075.png,0,when you smell cake,0.0,0,non-hateful,"The meme uses a visual pun referencing Pinocchio's long nose, which signifies lying, combined with the text 'when you smell cake'. This plays on the internet trope of 'lying about your age' (e.g., 'I'm 22, I don't get older, just better'). It does not target any protected group, nor does it convey violence, dehumanization, or statements of inferiority.",,
68127,img/68127.png,0,all you guys think about is dope,0.01,0,non-hateful,"The meme uses the slang term 'dope' to describe a thought process, which is not an attack based on any protected characteristic such as race, religion, or gender. It does not promote hate speech or dehumanization.",,
84107,img/84107.png,0,i ordered a dishwasher and they sent me a sandwich maker,0.0,0,non-hateful,The meme depicts a humorous situation involving a mistake in an order (dishwasher vs. sandwich maker) and contains no references to protected groups or hateful content.,,
2568,img/02568.png,1,whatsthe difference between heroin and i? cops think twice before shooting heroin,0.95,1,hateful,"The meme uses a racial slur targeting Black people ('i') and creates a violent juxtaposition between the slur and the drug heroin, culminating in a punchline about 'shooting heroin'. This relies on racial stereotyping and dehumanization, constituting an attack based on race.",,
2634,img/02634.png,1,and just like that... this sandwich maker doubles as an ironing board,0.0,0,non-hateful,"The meme uses the 'I am Iron Man' image format with text referencing a sandwich maker. There is no language targeting any protected group, nor does it invoke any hateful stereotypes or imagery.",,
39827,img/39827.png,1,kick them out of country,0.98,1,hateful,"The text calls to 'kick them out of country', which constitutes a call for exclusion based on nationality or immigration status, fitting the definition of a hateful attack.",,
1925,img/01925.png,1,i am not racist i just don't like brown sugar,0.95,1,hateful,"The meme uses a pun equating a person's race (implied by the word 'brown') with 'brown sugar' to express dislike, serving as a coded attack on people of color.",,
97132,img/97132.png,0,in the muslim world all gay men are well hung,0.85,1,hateful,"The text promotes a sexual stereotype regarding men from the 'muslim world' and 'gay men', using crude language to objectify these groups based on their religion and sexual orientation.",,
35719,img/35719.png,0,jamal is practicing for class sport,0.001,0,non-hateful,"The image shows a young boy practicing soccer barefoot against a wall, and the text caption reads 'jamal is practicing for class sport.' There are no elements in the text or image that attack, dehumanize, or demean any protected group, nor is there any hateful subtext.",,
5279,img/05279.png,1,"knowing white people , that's probably the baby father",0.95,1,hateful,"The text implies that a horse is the father of a pregnant woman's baby, using 'white people' as a proxy for the horse. This is a dehumanizing statement that equates a racial group with animals, asserting inferiority based on race.",,
48296,img/48296.png,1,when you date an asian boy and you trynna get his family to accept you,0.85,1,hateful,"The meme utilizes a 'doge' image to create a pun comparing an Asian partner's family to a dog or pack, implying they are animals or behave like dogs. This is a form of dehumanizing speech and reinforces harmful stereotypes based on ethnicity and race.",,
67208,img/67208.png,0,does nike also sell stones in case they take it off?,0.85,1,hateful,"The meme features a woman in front of a Nike sign with the text asking if they sell stones in case she takes the brand off. This is a play on words implying that women who wear certain brands are 'hoes' or 'sluts' (referencing the slang term for promiscuous women often stereotyped to wear flashy logos), suggesting that if she removed the brand, she would be 'plain' (stone). This mocks and attacks women based on stereotypes regarding their clothing choices and sexual morality.",,
30586,img/30586.png,0,just can't get rid of the stain. this is why i hate beets,0.01,0,non-hateful,"The meme expresses frustration with cleaning a dish stained by beets. The phrase 'this is why i hate beets' is directed at a vegetable, not a protected group, and does not contain any dehumanizing speech, stereotypes, or attacks based on characteristics like race, religion, or gender.",,
41728,img/41728.png,0,i believe they are like racism. just shouldn't exist,0.95,1,hateful,"The image features a man armed with a rifle standing in front of the black flag of ISIS (an organization designated as a terrorist group). The text states 'i believe they are like racism. just shouldn't exist.' The meme uses imagery associated with a violent extremist group, which falls under the definition of hate speech by evoking terrorism, violence, and dehumanizing associations.",,
63987,img/63987.png,0,the migrant caravan arrives!,0.85,1,hateful,"The meme utilizes a pop culture reference (The Mandalorian's 'Caravan Arrives') to mock migrants. By placing this caption over an image of a crowded migrant caravan, it frames the migration as a chaotic, intrusive, and negative event, reinforcing negative stereotypes and trivializing the humanitarian situation of the migrants.",,
43910,img/43910.png,1,i just started a company selling landmines that look like prayer mats prophets are going through the roof,0.95,1,hateful,"The meme promotes the sale of deadly weapons (landmines) disguised as sacred religious objects (prayer mats), which are used by Muslims. This trivializes the potential murder of individuals based on their religion and mocks religious practices.",,
14865,img/14865.png,0,"terrible as hitler was, he did enjoy watching sports",0.85,1,hateful,"The meme trivializes Adolf Hitler, a historical figure responsible for genocide and mass atrocities. By presenting a humorous, humanizing observation about his enjoyment of sports, it minimizes the gravity of his crimes and evokes a lighthearted response to a figure defined by hate, violating the criteria against evoking pain from historical figures.",,
94185,img/94185.png,1,how a black woman can fight crime,1.0,1,hateful,"The meme asserts that black women are inherently criminal by suggesting they can only 'fight crime' through abortion. This implies that black women are a source of criminality and that the only way to stop it is to prevent their children from being born, which is a statement of inferiority and a dehumanizing attack on a group based on race and gender.",,
27498,img/27498.png,1,who's gonna make the sandwiches? what do we do with all these sandwiches?,0.85,1,hateful,"The meme juxtaposes a heterosexual couple with a same-sex wedding, suggesting that the latter is a problem because they will not fulfill a gendered domestic role (making sandwiches). This implies a statement of inferiority and attacks based on sexual orientation by devaluing the same-sex relationship's ability to participate in traditional roles.",,
14975,img/14975.png,0,hitting is a crime. it's about time people understood that,0.01,0,non-hateful,"The meme features an image of a woman with visible signs of physical abuse (bruises, black eye) and text stating that 'hitting is a crime.' This content serves as a serious condemnation of violence and domestic abuse, advocating for the rule of law and safety.",,
18367,img/18367.png,0,i love my slow cooker,0.0,0,non-hateful,"The meme depicts a slow cooker with the caption 'I love my slow cooker'. It contains no references to protected groups, no derogatory language, and no hateful imagery or implied meaning.",,
74250,img/74250.png,0,white kids kids dreaming about their first day of school,0.95,1,hateful,"The meme references a well-known racist stereotype that falsely associates white children with cannibalism. By labeling the child as a 'white kid' and depicting them 'dreaming' about an event, the meme implies inherent savagery or monstrous behavior based on race, which is a dehumanizing statement of inferiority.",,
47183,img/47183.png,0,taking the liberals to a whole new level,0.9,1,hateful,"The meme features politicians Ilhan Omar and Rashida Tlaib, and the phrase 'taking the liberals to a whole new level' is used as a derogatory joke implying their political views are extreme, radical, or abnormal. This targets individuals based on their protected characteristics of ethnicity and religion (Islam) by associating them with negative stereotypes and implying their identity is a source of absurdity.",,
78134,img/78134.png,0,in other countries in pakistan,0.01,0,non-hateful,"The meme juxtaposes a loving father-child moment with a photo of celebrating Pakistani cricket players to imply that in Pakistan, fathers display intense emotion toward their sons. This content does not contain violent or dehumanizing speech, implies no inferiority, and does not attack a group based on protected characteristics like nationality or gender.",,
16354,img/16354.png,1,we've taken this country! now fuck off! we're taking it back!,0.95,1,hateful,"The meme juxtaposes a Muslim man shouting with a white man aiming a gun, framing the former as an aggressor ('taken this country') and the latter as the violent enforcer of a counter-narrative ('taking it back'). This relies on stereotypes to promote ethnic and religious conflict and violence.",,
58672,img/58672.png,1,did you know that the chinese eat dogs savages disgusting,0.98,1,hateful,"The meme explicitly attacks people based on their nationality/ethnicity ('the chinese') by spreading a derogatory and dehumanizing stereotype that they eat dogs. It further classifies the group as 'savages' and 'disgusting', which constitutes a statement of inferiority and a direct attack on national origin.",,
65342,img/65342.png,1,"barn army enlist, and bomb ant hills ""grab your pitchfork and meet at the barn""",1.0,1,hateful,"The meme juxtaposes a missile and the Kaaba, a holy Islamic site, with text referencing the 'barn army' to imply a violent attack on Muslims. This constitutes a call for violence and a hate speech attack against a religious group.",,
61349,img/61349.png,1,the proper way to pop a blackhead,1.0,1,hateful,"The meme uses a visual gag where a white person punches a Black person to represent a blackhead. This conveys that a Black person's identity is a 'blemish' or something to be violently removed, which is a dehumanizing attack on race.",,
94560,img/94560.png,1,and for my next class project!,0.95,1,hateful,The meme depicts individuals associated with Hamas carrying improvised explosive devices and weapons. The caption 'and for my next class project!' trivializes and treats terrorism as a casual or humorous academic assignment. This constitutes hate speech by mocking terror attacks and normalizing violence against people associated with the depicted group.,,
46920,img/46920.png,1,we want sharia law !! well.... go home,0.98,1,hateful,"The meme depicts a Muslim protester advocating for Sharia law and includes text telling them to 'go home.' This is a call for exclusion and segregation based on religion and nationality, implying that Muslims do not belong and should leave.",,
61503,img/61503.png,0,someone else used kids to push an agenda,0.05,0,non-hateful,"The meme uses an image of Adolf Hitler to satirize the use of children in political propaganda. While the subject is a historical figure associated with hate, the meme is a meta-commentary on political tactics rather than a direct attack on a protected group based on identity characteristics.",,
53172,img/53172.png,0,straight outta the oven step one :turn on the gas,0.0,0,non-hateful,"The meme features a female chef and uses a wordplay joke ('straight outta the oven') regarding gas stoves. It contains no attacks, stereotypes, or offensive language directed at any protected group or individual based on the provided definition.",,
89536,img/89536.png,0,so many lives lost because of this man,0.95,1,hateful,"Evokes pain and trauma from historical figures by highlighting the mass deaths caused by a figure responsible for genocide, aligning with the definition of hate speech.",,
67082,img/67082.png,0,"""1st day of 4th grade sandy hook elementary school""",0.95,1,hateful,"The meme references 'Sandy Hook elementary school', the location of the 2012 school shooting where 20 children were killed, and juxtaposes it with an innocent image of smiling children. This trivializes the tragedy and the pain of the victims and families, effectively mocking the hate crime and causing emotional harm.",,
47263,img/47263.png,1,pre-heat to 350 degrees,1.0,1,hateful,The meme uses a dehumanizing term ('pre-heat') to describe the torture and execution of a prisoner in a concentration camp crematorium. This trivializes the Holocaust and attacks Jewish people by treating genocide as a dark joke or trivial process.,,
10285,img/10285.png,1,you are what you eat meanwhile in africa,0.95,1,hateful,"The meme implies that people in Africa are so destitute and starving that they consume human flesh, dehumanizing an entire continent based on nationality and geography.",,
39076,img/39076.png,0,playing with the monkeys in thailand,0.0,0,non-hateful,"The meme depicts a tourist interacting with a macaque monkey in a Thai setting. It does not contain any attacks, dehumanizing language, or references to protected groups or characteristics.",,
27384,img/27384.png,0,that face you make when you're a bully and just got beat up by a girl,0.1,0,non-hateful,"The meme mocks Donald Trump, a public figure, by depicting him as a bully who lost to a girl. It attacks based on individual behavior and gender dynamics in a fictional scenario, not on a protected characteristic of a group (such as race, religion, or inherent gender identity).",,
92317,img/92317.png,0,"you either die a hero, or live long enough to become the villain",0.01,0,non-hateful,"The image shows LGBTQ+ individuals celebrating Pride and the text is a popular movie quote. Neither the image nor the text attacks, dehumanizes, or implies inferiority based on protected characteristics. The combination is celebratory and humorous.",,
49028,img/49028.png,0,i finally found my girlfriends g-spot turns out it was in her sister the whole time,0.02,0,non-hateful,"The meme uses a sexual pun to imply the woman is sexually satisfying her brother-in-law, referencing an incestuous relationship. It does not attack any protected group based on race, religion, gender, sexual orientation, or other characteristics listed in the hate speech definition.",,
3214,img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?,0.95,1,hateful,"The meme depicts a scenario where an adult (labeled 'bartender') makes sexual advances toward a '12 yr old', which is a minor. The punchline 'boy or girl?' implies an intent to engage in sexual activity with a child regardless of gender. This content trivializes and depicts child sexual abuse and pedophilia, which are dehumanizing and harmful acts, fitting the definition of hateful content.",,
7653,img/07653.png,1,"in the last days there will be god hating scoffers, ridiculers, deniers and mockers following after their own lusts",0.95,1,hateful,"The meme juxtaposes an image of a person celebrating with a rainbow flag with text from 2 Peter 3:3, labeling them as 'god hating scoffers, ridiculers, deniers and mockers' who are 'following after their own lusts.' This constitutes hateful speech by attacking a group based on their sexual orientation or gender identity, framing their expression of identity as sinful and morally depraved ('lusts', 'god hating'), which dehumanizes them and expresses a sentiment of moral inferiority.",,
62703,img/62703.png,0,they shot the wrong gorilla,0.0,0,non-hateful,"The meme uses a memorial for Harambe as a reference point to express that a specific person was killed unjustly. It does not attack any protected group based on race, religion, nationality, or other characteristics, nor does it mock any group's suffering.",,
78914,img/78914.png,0,terrorist trojan horse enemy of the state,0.95,1,hateful,"The meme labels the image of the Trojan Horse as 'terrorist,' associating the wooden structure with the protected characteristic of religion (Islam) through the term 'terrorist', which is a stereotype-based attack.",,
2783,img/02783.png,1,a picture of my great great great grand grandfather's tractors they don't make them like they used to,1.0,1,hateful,"Dehumanizes enslaved people by referring to them as 'tractors', mocking the atrocities of slavery and evoking pain from historical figures.",,
2145,img/02145.png,0,"and then i asked mom, what's for dinner?",0.01,0,non-hateful,"The image displays a festive dining table set for a meal, and the text asks what is for dinner. There is no content related to protected groups, stereotypes, or harmful language.",,
40982,img/40982.png,1,and just like that... this sandwich maker doubles as ironing board,0.9,1,hateful,"The meme uses the phrase 'sandwich maker' as a dehumanizing metaphor for a woman's body, implying her sole function is to satisfy sexual appetites. This constitutes a sexist attack based on gender, reducing the woman to an object for male gratification rather than a human being.",,
25061,img/25061.png,1,this is el paso shooter's father. every. single. time,0.98,1,hateful,"The meme misidentifies an elderly Iranian man as the father of the El Paso shooter, a hate crime perpetrator. This is a hateful attack that dehumanizes the individual based on his ethnicity and nationality, implicitly associating him with terrorism and violence.",,
7528,img/07528.png,1,the latest and greatest. a truck that comes with a dishwasher!,0.0,0,non-hateful,"The meme features a woman in a truck with a humorous caption about a dishwasher. There is no content related to protected characteristics, dehumanizing speech, or attacks on any group.",,
24396,img/24396.png,1,"so like, why are men even gay? girls have buttholes too you know.",0.85,1,hateful,"The meme uses a reductive stereotype to mock gay men by focusing on anal sex, characterizing a sexual orientation as a confused choice based on a specific bodily function. This dehumanizes LGBTQ+ individuals and reinforces negative stereotypes.",,
43175,img/43175.png,1,when was the last time you saw so many mentally ill people on the streat,0.98,1,hateful,"The meme superimposes the text 'mentally ill people' over an image of people celebrating Pride, explicitly identifying members of the LGBTQ+ community as mentally ill. This constitutes a hateful attack based on sexual orientation and gender identity by dehumanizing the group and labeling them with a stigmatized medical condition.",,
34189,img/34189.png,0,fight for what you believe in fight for the future,0.01,0,non-hateful,"The image depicts a scene of Black women actively participating in a public gathering or protest, and the text overlays an empowering message encouraging fighting for beliefs and the future. There is no hate speech, dehumanizing language, or attack on protected groups.",,
9863,img/09863.png,0,diverse group of women,0.0,0,non-hateful,"The image displays a group of women of different ethnicities and ages smiling and embracing, while the text simply describes them as a 'diverse group of women.' There is no mockery, degradation, or negative stereotyping present in either the visual or the text.",,
52091,img/52091.png,1,"women ask for equal rights, so i give them equal lefts aswell",0.95,1,hateful,"The meme features an image of a woman with severe facial injuries (black eye, bruising) and text that puns on 'equal rights' with 'equal lefts'. By explicitly linking the violence depicted in the image to the concept of fighting back against women, the meme justifies domestic violence and promotes physical abuse as a response to women seeking rights, constituting a violent attack based on sex.",,
