id,img,label_true,text,prob_pred,label_pred,classification,description,modality_type,error
50198,img/50198.png,0,you don't need cocaine to be happy,0.98,1,hateful,"The meme juxtaposes an image of drug lines with a person with Down syndrome to deliver a message about happiness. This association implies that the individual with Down syndrome is a substitute for the drug or is in an altered state, effectively dehumanizing them and equating their disability with substance abuse. This attacks a protected group based on disability.",,
78612,img/78612.png,0,go see fifty shades darker in theaters alone and throw mayonnaise at couples in the dark,0.01,0,non-hateful,"The meme suggests a disruptive prank (throwing mayonnaise) at couples in a movie theater. While the text implies antagonism toward couples, 'couples' do not constitute a protected group based on characteristics like race, religion, or sexual orientation. The content is vulgar and promotes harassment, but it does not meet the definition of hate speech provided.",,
54206,img/54206.png,0,you can smell disgust and hate from this photo,0.01,0,non-hateful,"The meme uses an image depicting the historical torture and execution of prisoners in a concentration camp. The text 'you can smell disgust and hate' expresses a visceral reaction of revulsion to the scene. This content serves as a condemnation of the violence and inhumanity shown, rather than an attack on or promotion of hatred toward any specific group. It falls under educational or empathetic historical reflection.",,
65403,img/65403.png,1,money is evil give it to us,0.05,0,non-hateful,"The meme utilizes sarcasm and irony to criticize the hypocrisy of religious institutions regarding wealth. While the sentiment is negative and mocking towards the subjects, it constitutes political or social commentary rather than a direct attack, dehumanization, or call for exclusion based on the protected characteristic of religion.",,
86170,img/86170.png,1,how to keep the thefts out,0.98,1,hateful,"The meme features Ku Klux Klan imagery, a group defined by white supremacy and racial terror, combined with the phrase 'how to keep the thefts out.' This phrasing utilizes a common white supremacist euphemism (conflating 'theft' with 'theft of white space' or misdirecting blame for crime onto minorities) to imply that racial exclusion is a form of security or justice. It promotes segregation and attacks marginalized groups based on race.",,
37420,img/37420.png,0,like lebanon terrorism can destroy a beautiful country,0.95,1,hateful,"The meme explicitly links the nationality of Lebanon to 'terrorism' and depicts scenes of violence and destruction, effectively demonizing the identity group by reducing the country's existence to the label of terrorism.",,
85237,img/85237.png,0,these are all the weapons that were seized from isis,0.01,0,non-hateful,"The meme depicts seized weapons from a terrorist organization (ISIS). The text and image describe a military counter-terrorism operation. It does not attack, dehumanize, or promote harm against any group based on protected characteristics such as race, religion, or nationality.",,
83264,img/83264.png,1,randomly deciding to bake something,0.1,0,non-hateful,"The meme juxtaposes a photo of Adolf Hitler with text about baking. The humor is derived from the historical stereotype of Hitler as a failed artist, which is then subverted by the absurdity of applying that skill deficit to cooking. It does not express support for Nazism, nor does it target or dehumanize any ethnic, religious, or marginalized group. Unlike the provided hateful examples which actively promote hate speech or dehumanization, this meme uses historical imagery solely for self-referential humor regarding Hitler himself.",,
6582,img/06582.png,1,they are terrorists anyone who doesn't agree is an idiot,0.98,1,hateful,"The meme contains text that labels the group of men praying in the image as 'terrorists' and insults those who disagree as 'idiots'. This attacks the group based on their religion by making a sweeping, dehumanizing generalization associating their religious practice with terrorism.",,
13026,img/13026.png,1,under the name of multiculturalism we let terrorist into this country,1.0,1,hateful,"The meme uses the image of a woman wearing a hijab to make a generalized attack on immigrants and religious minorities. By linking the concept of 'multiculturalism' directly to allowing 'terrorists' into the country, it promotes the harmful and discriminatory stereotype that people of this faith and ethnic background are inherently dangerous or criminal.",,
59206,img/59206.png,0,traveling through chimney,0.0,0,non-hateful,The meme is a visual pun labeling a Santa Claus parade float as a 'chimney'. It contains no attacks on protected groups and relies on playful humor.,,
63827,img/63827.png,1,teacher of the year for black community,1.0,1,hateful,"The meme depicts a hangman's noose hanging from a tree, accompanied by text referencing the Black community. This constitutes a direct violent attack on a racial group by invoking the historical imagery of lynching and racial terror.",,
13809,img/13809.png,1,doing o's with the smoke,0.98,1,hateful,"The meme uses an image of the crematoria at Auschwitz-Birkenau combined with the phrase 'doing o's with the smoke'. 'Doing O's' is slang for performing oral sex, so the text implies a sexual act with the smoke (human ashes) from the gas chambers. This trivializes the Holocaust and sexualizes the genocide of Jews and other groups, constituting severe disrespect and evoking pain from historical figures of the genocide.",,
98543,img/98543.png,1,upper downer,0.98,1,hateful,"The meme makes a pun using the word 'downer' labeled on a man with Down syndrome, targeting a person based on their disability. This constitutes an attack based on a protected characteristic (disability).",,
17028,img/17028.png,1,"feeling bored, let's go to a mosque",0.95,1,hateful,"The meme utilizes a visual pun to convey a message of violence against Muslims. While the text reads 'let's go to a mosque', the image features a character loading a shotgun, which phonetically suggests the phrase 'let's go shoot some Muslims'. This combines with the affective label 'very offensive' to indicate a hate speech intent targeting a religious protected group through a threat of violence.",,
91756,img/91756.png,1,abnormal vs normal,0.98,1,hateful,"The meme uses the text 'abnormal vs normal' to label the woman wearing a hijab as 'abnormal' while designating the other woman as 'normal.' This framing creates a binary that stigmatizes and marginalizes a specific religious group, implying their appearance or practice deviates from the acceptable standard, which constitutes hate speech.",,
3567,img/03567.png,1,potato is my favorite color of the alphabet,0.0,0,non-hateful,"The meme features the 'Good Guy Greg' template with text expressing a silly, absurdist preference for 'potato' as a color. The content is lighthearted humor and does not contain any attacks, slurs, or dehumanizing language targeting protected groups.",,
12045,img/12045.png,0,learn to hunt. it's a valuable skill,0.0,0,non-hateful,"The meme encourages a person to learn hunting as a valuable skill. It does not attack, dehumanize, or target any group based on protected characteristics.",,
53046,img/53046.png,1,"you've heard of elf on a shelf, now get ready for",0.99,1,non-hateful,"The image shows a father and son posing with Disney characters Tigger and Winnie the Pooh. The text uses a playful pun on the phrase 'elf on a shelf'. The content is wholesome and family-oriented, containing no attacks, stereotypes, or dehumanizing language against any protected group.",,
52394,img/52394.png,0,i forgot what are we fighting over again?,0.05,0,non-hateful,"The meme depicts a violent, blood-covered melee (likely from the film Ghatak) with text that sarcastically questions the reason for the fighting. While the content is highly offensive due to graphic violence and gore, the humor derives from the absurdity of the situation rather than an attack on a protected group. There are no identifiable targets based on race, religion, nationality, or other characteristics, and the text does not promote hatred against any specific demographic.",,
63175,img/63175.png,0,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles",0.01,0,non-hateful,"The meme utilizes crude sexual humor involving genitalia and an unexpected object (candy). While explicit and slightly offensive, it does not attack, dehumanize, or target individuals based on any protected characteristics such as race, religion, gender, or sexual orientation. It falls under general culture humor and does not meet the definition of hate speech.",,
62970,img/62970.png,0,if you want to know how they were treated illustration of man with four slaves chained together,0.9,1,hateful,"The meme depicts the brutal practice of chattel slavery and racial oppression, explicitly referencing how enslaved Black people were treated. It evokes pain from historical figures and attacks a group based on race and the historical institution of slavery.",,
45062,img/45062.png,0,me and my kids are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!,0.95,1,non-hateful,"The meme utilizes a caricature of Donald Trump to express a political opinion about corruption and the actions of his supporters. While the sentiment is negative and the content is offensive, it targets a public figure and a political group rather than attacking individuals based on protected characteristics such as race, religion, ethnicity, gender, or disability. Therefore, it does not meet the criteria for hate speech.",,
18356,img/18356.png,0,i took a shower this morning,0.01,0,non-hateful,"The meme features historical Nazi figures (Hitler and Mussolini) but uses the caption 'i took a shower this morning' to create a joke about hygiene. It does not contain dehumanizing language, hate speech, or content that attacks any group based on protected characteristics.",,
62375,img/62375.png,1,im not saying i'm racist im just saying all muslims are terrorists,1.0,1,hateful,"The meme promotes a harmful generalization and stereotype targeting a protected religious group, explicitly stating that 'all muslims are terrorists'. This aligns with the definition of hate speech as it attacks people based on religion by associating the entire group with terrorism.",,
32579,img/32579.png,0,come to the dark side we have weed,0.01,0,non-hateful,"The meme uses pop culture imagery and references to make a joke about drug use. It does not target or attack any protected group based on ethnicity, religion, gender, or other characteristics.",,
1742,img/01742.png,0,in just one hour from now i'll only have 4 hours left until i have to work a mere 3 hours,0.01,0,non-hateful,The meme humorously expresses relief at the end of the work week. It targets a general audience of office workers and does not attack any protected group.,,
69815,img/69815.png,1,thank you for allowing me into your country now we need to talk about the things that need to change around here to accommodate my beliefs,0.95,1,hateful,"The meme targets an individual based on ethnicity, religion, and immigration status by utilizing a stereotypical image and text that promotes the dehumanizing idea that immigrants refuse to integrate and demand excessive accommodation. It attacks the group by characterizing them as ungrateful and entitled.",,
7198,img/07198.png,1,islam is a religion of peace stop criticizing my religion,0.1,0,non-hateful,"The meme employs heavy sarcasm to challenge the narrative that Islam is a religion of peace by juxtaposing the text with an image of weaponry and soldiers. While the content is critical of the religion and politically charged, it expresses a negative opinion and contradiction rather than directly attacking or dehumanizing the people of the religion. It does not meet the criteria for hate speech which requires attacking protected groups.",,
83675,img/83675.png,0,i'm gonna be like phelps one day,0.01,0,non-hateful,"The meme features a swimmer with text stating an aspiration to be like Michael Phelps. This is a motivational and positive statement expressing a personal goal, containing no attacks, stereotypes, or derogatory language towards any protected group.",,
95604,img/95604.png,1,"they want to be accepted for who they are, yet theren't able to accept themselves for who they are",0.01,0,non-hateful,"The meme features a drag queen expressing a sentiment about the struggle with self-acceptance versus external validation. It does not attack, demean, or stereotype any protected group, nor does it contain hateful language or imagery.",,
61085,img/61085.png,0,upper downer,0.01,0,non-hateful,"The meme is a visual pun playing on the slang terms 'upper' (stimulant) and 'downer' (depressant/sleep aid) by showing lines of drugs versus a box of NyQuil. It does not attack, dehumanize, or target individuals or groups based on any protected characteristics.",,
19385,img/19385.png,0,rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu,0.0,0,non-hateful,"The meme uses a well-known nursery rhyme format for comedic contrast, ending with a profane insult. While the language is offensive and aggressive, it is directed at a generic individual and does not target any group based on protected characteristics like race, religion, gender, or disability.",,
8291,img/08291.png,1,white people is this a shooting range,0.95,1,hateful,"The meme superimposes the text 'white people is this a shooting range' over an image of Black children eating fruit. This invokes the violent imagery of school shootings and racial massacres (such as the Charleston church shooting or Newtown), implying a setting of lethal danger targeting Black individuals. It is an indirect attack on the safety and well-being of the depicted group, linking their presence to gun violence and dehumanizing stereotypes associated with being targets of shootings.",,
24316,img/24316.png,1,sharks don't attack him why? they think it's whale shit,0.98,1,hateful,"The meme uses a child's image to deliver a punchline comparing them to 'whale shit'. This constitutes a dehumanizing attack that equates a human being with excrement, violating the definition of hateful speech by promoting inferiority and degradation.",,
2157,img/02157.png,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes",0.98,1,hateful,"The meme utilizes a religious figure's name in conjunction with a crude sexual joke involving a male animal claiming pregnancy. This is a mockery of the Prophet Mohammed, which constitutes hate speech based on religion by ridiculing and demeaning a central religious figure.",,
43698,img/43698.png,0,don't be late for work get the protestor plow,0.95,1,hateful,"The meme depicts a truck fitted with a plow, labeled 'TRUMP,' alongside text that reads 'get the protestor plow.' This content promotes violence and physical harm against protesters. Since protesters constitute a group defined by their civic engagement and expression of dissent (a protected activity and proxy for political belief), the meme endorses harm against this group.",,
75286,img/75286.png,1,look at this sandwich maker club i found on wish on clearance,0.99,1,non-hateful,"The image features a woman making a sandwich with text recommending a 'sandwich maker' found on clearance. The content is a standard product recommendation and contains no attacks, derogatory language, or references to protected groups.",,
21567,img/21567.png,1,our dad is a potato farmer,0.0,0,non-hateful,"The meme features two individuals with Down syndrome laughing together, accompanied by the text 'our dad is a potato farmer.' There is no hate speech, dehumanizing language, or attack on protected characteristics in the image or text. The content appears to be a non-sequitur caption or a simple statement rather than a stereotype or insult.",,
32691,img/32691.png,1,this is how muslims celebrate new year,1.0,1,hateful,"The meme uses imagery of the September 11 attacks to falsely and maliciously associate the Muslim religion with mass violence and terrorism. By labeling the destruction and loss of life as a way Muslims 'celebrate new year,' it dehumanizes the group and promotes a harmful stereotype linking a protected religious group to horrific atrocities.",,
19075,img/19075.png,0,when you smell cake,0.01,0,non-hateful,"The meme uses a visual pun involving a long nose to humorously depict the experience of smelling cake, referencing the character Pinocchio. It targets a general relatable scenario regarding food and does not attack or target any protected group.",,
68127,img/68127.png,0,all you guys think about is dope,0.02,0,non-hateful,"The meme uses the 'Sneezing Scientist' format to make a humorous generalization that men only think about drugs. While it relies on a gender stereotype, it does not attack, dehumanize, or threaten men, nor does it endorse harm against them. It is a non-hateful social commentary/joke.",,
84107,img/84107.png,0,i ordered a dishwasher and they sent me a sandwich maker,0.01,0,non-hateful,The meme relies on visual irony to describe a humorous shopping error where a dishwasher was replaced by a sandwich maker. It does not contain any content targeting protected groups or promoting hate speech.,,
2568,img/02568.png,1,whatsthe difference between heroin and i? cops think twice before shooting heroin,0.9,1,hateful,"The meme satirizes police brutality and systemic racism, which disproportionately affects black people. By framing police violence as a drug to be injected, it dehumanizes the victims and makes light of the harm inflicted upon this protected group.",,
2634,img/02634.png,1,and just like that... this sandwich maker doubles as an ironing board,0.001,0,non-hateful,"The meme makes a humorous, absurd comparison of a woman sunbathing to an ironing board. It targets the situation and the heat of the sun rather than a specific person or protected group, containing no hate speech or dehumanizing language.",,
39827,img/39827.png,1,kick them out of country,0.95,1,hateful,"The meme contains text stating 'kick them out of country', which acts as a direct call for the exclusion and segregation of a group of people. Combined with the image of the distressed crowd, this promotes hostility and exclusion against a group, fulfilling the criteria for hate speech.",,
1925,img/01925.png,1,i am not racist i just don't like brown sugar,0.15,0,non-hateful,"The meme utilizes a pun connecting the term 'brown sugar' to racial identity. However, it does not contain direct attacks, dehumanizing language, threats, or statements of inferiority targeting a protected group. It frames the concept of prejudice through wordplay rather than endorsing harm or exclusion.",,
97132,img/97132.png,0,in the muslim world all gay men are well hung,0.15,0,non-hateful,"The meme reinforces a sexual stereotype regarding the intersection of Muslim men and gay men. While it creates a positive sentiment by complimenting 'sexual endowment', the content relies on reducing the group to a crude biological function, which constitutes objectification. However, it does not contain violent or dehumanizing attacks, nor does it express hatred or calls for exclusion based on the protected characteristics mentioned.",,
35719,img/35719.png,0,jamal is practicing for class sport,0.01,0,non-hateful,"The image depicts a boy playing soccer with a caption stating he is practicing for class sport. The content focuses on dedication to sports and does not contain any attacks, stereotypes, or dehumanizing language directed at any protected group.",,
5279,img/05279.png,1,"knowing white people , that's probably the baby father",0.8,1,hateful,"The meme uses text that implies a negative or derogatory assumption about a specific racial group regarding their fertility or relationship choices, which constitutes a hateful stereotype targeting people based on race.",,
48296,img/48296.png,1,when you date an asian boy and you trynna get his family to accept you,0.05,0,non-hateful,"The meme uses a lighthearted scenario involving a dog to reference cultural tropes about the strictness of Asian families or the difficulty of meeting parents. While it relies on a racial stereotype, it does not attack, dehumanize, or express hatred against the group. The tone is humorous and relatable rather than malicious.",,
67208,img/67208.png,0,does nike also sell stones in case they take it off?,0.99,1,non-hateful,"The meme makes a sarcastic joke about the name 'Nike Air' implying the shoes contain nothing but air. It targets a commercial brand and does not attack, dehumanize, or threaten any group based on protected characteristics.",,
30586,img/30586.png,0,just can't get rid of the stain. this is why i hate beets,0.01,0,non-hateful,"The meme expresses frustration about a domestic chore and a dislike for a specific vegetable (beets). It does not target any protected group based on ethnicity, religion, gender, or other characteristics.",,
41728,img/41728.png,0,i believe they are like racism. just shouldn't exist,0.98,1,hateful,"The meme features an armed man holding the flag of ISIS, a group classified as a terrorist organization due to its extreme religious hatred and violence. The text states that the subject 'shouldn't exist', calling for the eradication or exclusion of the group depicted based on their identity.",,
63987,img/63987.png,0,the migrant caravan arrives!,0.01,0,non-hateful,"The meme features a photograph of migrants arriving at a border with descriptive text labeling the event as the 'migrant caravan arrives!'. The content serves as a literal caption for the visual scene and does not contain derogatory language, dehumanizing imagery, or calls for violence against the individuals shown.",,
43910,img/43910.png,1,i just started a company selling landmines that look like prayer mats prophets are going through the roof,0.98,1,hateful,"The meme depicts a satirical scenario where a man profits from selling landmines disguised as prayer mats, a religious artifact used by Muslims. By associating the faithful use of a sacred object with explosives and framing it as a lucrative business opportunity, the content promotes harm and dehumanizes the targeted religious group.",,
14865,img/14865.png,0,"terrible as hitler was, he did enjoy watching sports",0.95,1,hateful,"The meme uses an image of Adolf Hitler and Benito Mussolini alongside a trivializing caption ('he did enjoy watching sports') that seeks to humanize and normalize a genocidal dictator, fitting the criteria of trivializing or re-promoting historical hatred.",,
94185,img/94185.png,1,how a black woman can fight crime,0.95,1,hateful,"The meme targets Black women by employing a racial stereotype that links them to crime. It dehumanizes this demographic group by implying that abortion (and by extension, the act of terminating a pregnancy) is a method to prevent them from contributing to the crime rate, essentially framing Black women as the source of societal harm.",,
27498,img/27498.png,1,who's gonna make the sandwiches? what do we do with all these sandwiches?,0.01,0,non-hateful,"The meme uses a humorous template to contrast a party scene with a lesbian wedding, using wordplay about sandwiches. While it targets a specific sexual orientation (LGBTQ+), the intent is lighthearted and celebratory rather than attacking, dehumanizing, or degrading the group. There is no hateful language or imagery involved.",,
14975,img/14975.png,0,hitting is a crime. it's about time people understood that,0.01,0,non-hateful,"The meme features an image of a woman with facial injuries accompanied by text stating 'hitting is a crime. it's about time people understood that'. The content advocates against violence and domestic abuse. It does not attack, dehumanize, or target any protected group based on characteristics such as race, gender, or religion; instead, it promotes a stance against harmful behavior.",,
18367,img/18367.png,0,i love my slow cooker,0.99,1,non-hateful,"The image features a slow cooker filled with stew and the text 'I love my slow cooker.' The content is a benign, positive expression of appreciation for a kitchen appliance. It contains no attacks, dehumanizing language, or references to protected groups.",,
74250,img/74250.png,0,white kids kids dreaming about their first day of school,0.15,0,non-hateful,"The meme is non-hateful because it primarily depicts a common cultural experience (anxiety or anticipation for the first day of school) using a generic image of a child. While the caption contains a grammatical typo ('white kids kids') and could be interpreted by some as a 'dog whistle' reference to white supremacy or racism, it does not explicitly or implicitly meet the definition of hate speech by attacking, dehumanizing, or advocating harm against a protected group based on the provided text and image alone.",,
47183,img/47183.png,0,taking the liberals to a whole new level,0.15,0,non-hateful,"The meme features prominent politicians Ilhan Omar, Alexandria Ocasio-Cortez, and Rashida Tlaib. It uses the 'I am once again asking' template with the text 'taking the liberals to a whole new level.' While it targets political identity ('liberals') and implies criticism or mockery of these specific figures and their ideology, it does not constitute hate speech as it does not attack them based on protected characteristics (such as race, religion, or gender) nor does it employ dehumanizing language or call for harm/exclusion.",,
78134,img/78134.png,0,in other countries in pakistan,0.01,0,non-hateful,"The meme compares a stock photo of a couple in 'other countries' to a photo of the Pakistani cricket team celebrating their 1992 World Cup victory. The text 'in pakistan' implies that sports victories serve as a primary source of joy and national pride in Pakistan. This is a patriotic and humorous observation about cultural values, not an attack on or demeaning of any protected group.",,
16354,img/16354.png,1,we've taken this country! now fuck off! we're taking it back!,0.95,1,hateful,The meme explicitly attacks people based on religion and nationality by depicting a Muslim figure as an enemy to be driven out and advocating for violent reclamation of the country using a shotgun. It incites aggression and exclusion against a protected group.,,
58672,img/58672.png,1,did you know that the chinese eat dogs savages disgusting,0.98,1,hateful,The meme explicitly targets Chinese people using a derogatory stereotype regarding their eating habits and dehumanizing slurs such as 'savages' and 'disgusting'.,,
65342,img/65342.png,1,"barn army enlist, and bomb ant hills ""grab your pitchfork and meet at the barn""",0.98,1,hateful,"The meme combines an image of a military missile with a depiction of Muslim pilgrims in Mecca. The text explicitly calls for 'bombing ant hills' in the top section and 'grab your pitchfork' in the bottom, equating religious adherents with pests and inciting violence against a specific religious group based on their identity.",,
61349,img/61349.png,1,the proper way to pop a blackhead,0.85,1,hateful,"The meme features two individuals boxing and uses the text 'the proper way to pop a blackhead' to make a crude joke implying that the Black man's face is a giant pimple being popped. While the image is violent, the juxtaposition of the visual and text creates a dehumanizing stereotype that reduces the Black subject to a bodily flaw to be punched, constituting a mockery based on race.",,
94560,img/94560.png,1,and for my next class project!,0.92,1,hateful,"The meme uses text and imagery to mock the subject's religious or ideological beliefs by framing their radical attire as a trivial school assignment. This constitutes mockery and ridicule of a specific identity group, satisfying the definition of hateful speech.",,
46920,img/46920.png,1,we want sharia law !! well.... go home,0.95,1,hateful,"The meme utilizes the exclusionary 'go home' slogan in response to a pro-Sharia demonstration. This constitutes a call for segregation and exclusion based on religion and ethnicity, targeting Muslim individuals or those perceived as immigrants, which violates the definition of hate speech by advocating for exclusion based on protected characteristics.",,
61503,img/61503.png,0,someone else used kids to push an agenda,0.9,1,hateful,"The meme juxtaposes an image of Adolf Hitler with a child against the caption 'someone else used kids to push an agenda.' By attributing a cynical, manipulative motive to a historical figure responsible for genocide and totalitarianism, the meme engages in the trivialization and revisionist framing of Nazi ideology. It uses a figure associated with the systematic extermination of millions to advance a narrative that aligns with the dehumanizing 'agendas' typical of hate speech, echoing the patterns of historical revisionism found in the hateful examples.",,
53172,img/53172.png,0,straight outta the oven step one :turn on the gas,0.01,0,non-hateful,"The meme uses the 'Straight Outta [X]' template for comedic effect, featuring a chef and a trivial instruction to 'turn on the gas'. The content is focused on everyday kitchen humor and does not target any protected group, nor does it contain dehumanizing or hateful language.",,
89536,img/89536.png,0,so many lives lost because of this man,0.95,1,hateful,"The meme depicts Adolf Hitler, the central figure of the Holocaust and Nazi regime, while referencing the massive loss of life associated with his rule. By framing these mass atrocities as the sole fault of a single individual, the meme trivializes the systematic genocide and war crimes committed against specific groups (including Jewish people, Roma, disabled persons, and others). This aligns with Example 6 and 3, where minimizing or mischaracterizing genocide serves to diminish the suffering of targeted groups and absolves the broader ideology that fueled the extermination.",,
67082,img/67082.png,0,"""1st day of 4th grade sandy hook elementary school""",0.9,1,hateful,The image shows children in a school setting with text referencing 'Sandy Hook Elementary School' and '1st day of 4th grade'. This references a school shooting tragedy and likely mocks the victims by trivializing the event or mocking conspiracy theories (such as the fake 'first day' narrative) that deny the reality of the mass casualty event. Mocking a mass shooting or evoking pain from historical victims falls under the definition of hate speech.,,
47263,img/47263.png,1,pre-heat to 350 degrees,0.99,1,hateful,"The meme depicts a scene from a Nazi extermination camp, showing victims of the Holocaust being prepared for the crematoria. The caption 'pre-heat to 350 degrees' trivializes the genocide by applying a mundane domestic cooking instruction to the systematic mass murder of people. This constitutes a direct attack on Jewish people and other Holocaust victims by mocking and glorifying their extermination.",,
10285,img/10285.png,1,you are what you eat meanwhile in africa,0.85,1,hateful,"The meme uses the word 'eat' to make a dark joke about starvation in Africa. It trivializes a humanitarian crisis and relies on a harmful stereotype that Africa is synonymous with extreme poverty and lack of food, which constitutes a mockery of a specific geographical and demographic group.",,
39076,img/39076.png,0,playing with the monkeys in thailand,0.001,0,non-hateful,"The image shows a tourist smiling while holding a leash attached to a monkey, with the caption 'playing with the monkeys in thailand'. This depicts a travel scenario and does not contain any content that attacks, dehumanizes, or targets a protected group based on the provided definition.",,
27384,img/27384.png,0,that face you make when you're a bully and just got beat up by a girl,0.05,0,non-hateful,"The meme uses a photo of a male public figure with text calling him a 'bully' and depicting him as defeated by a 'girl'. While this is mocking and contains an insult, it targets a specific individual rather than a protected group. The reference to gender is used to describe the scenario rather than to attack women as a class, nor does it express hostility or dehumanization towards a protected characteristic.",,
92317,img/92317.png,0,"you either die a hero, or live long enough to become the villain",0.01,0,non-hateful,"The meme uses a famous movie quote as a caption for an image of individuals celebrating with a rainbow pride flag. The context is celebratory and humorous, likely referring to the concept of 'living out loud' or being fabulous rather than literal villainy. It does not target, demean, or attack any protected group.",,
49028,img/49028.png,0,i finally found my girlfriends g-spot turns out it was in her sister the whole time,0.1,0,non-hateful,"The meme uses a dirty joke involving a double entendre about finding a 'g-spot' to imply a sexual relationship with a sister. While the content is vulgar, sexually suggestive, and considered offensive due to the taboo nature of the punchline, it does not attack, dehumanize, or promote harm against any protected group (such as race, gender, religion, or sexual orientation). The humor targets social norms and relationships rather than identity groups.",,
3214,img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?,0.01,0,non-hateful,"The meme depicts a scenario of child sexual abuse and exploitation using a politician as a persona. While deeply disturbing, illegal, and highly offensive, it describes a criminal act rather than attacking a specific group based on protected characteristics like race, religion, gender identity, or ethnicity.",,
7653,img/07653.png,1,"in the last days there will be god hating scoffers, ridiculers, deniers and mockers following after their own lusts",0.95,1,hateful,"The meme combines an image of people celebrating Pride with text quoting 2 Peter 3:3, which describes 'god-hating scoffers, ridiculers, deniers, and mockers following after their own lusts.' By placing this derogatory scriptural language directly over an image of LGBTQ+ individuals, the meme implicitly equates sexual orientation and gender expression with 'lust' and characterizes the individuals as hateful scoffers. This constitutes an attack and stigmatization based on sexual orientation and gender identity.",,
62703,img/62703.png,0,they shot the wrong gorilla,0.01,0,non-hateful,"The meme displays a memorial for a gorilla with text that does not target any protected human group based on race, gender, nationality, or other characteristics. While the imagery is associated with internet controversies, it does not contain hate speech directed at people.",,
78914,img/78914.png,0,terrorist trojan horse enemy of the state,0.9,1,hateful,"The meme associates the label 'terrorist' with a historical symbol often linked to Trojan or Middle Eastern cultures, and combines it with 'enemy of the state' to dehumanize and delegitimize individuals based on nationality or ethnicity.",,
