id,img,label_true,text,prob_pred,label_pred,classification,description,modality_type,error
50198,img/50198.png,0,you don't need cocaine to be happy,0.95,1,hateful,"The meme creates a derogatory juxtaposition by pairing the text 'you don't need cocaine to be happy' with an image of a person with Down syndrome. This implies that the individual's state of happiness is a result of a cognitive disability, effectively dehumanizing the person and suggesting they are intellectually equivalent to someone under the influence of drugs. This attacks the individual based on the protected characteristic of disability.",,
78612,img/78612.png,0,go see fifty shades darker in theaters alone and throw mayonnaise at couples in the dark,0.01,0,non-hateful,"The meme advises a humorous, absurd action (throwing mayonnaise) in a cinema setting, targeting the movie-going experience and couples' behavior generally. It does not attack, dehumanize, or threaten any individual or group based on protected characteristics such as race, religion, or sexual orientation.",,
54206,img/54206.png,0,you can smell disgust and hate from this photo,0.05,0,non-hateful,"The meme features a historical photograph from a Nazi concentration camp, showing prisoners and a crematorium, which evokes pain from a historical hate crime. However, the text 'you can smell disgust and hate from this photo' expresses a condemnation of the scene and the ideology represented, rather than attacking a protected group. The content is extremely offensive and disturbing, but it aligns with a critical stance against hate rather than promoting it.",,
65403,img/65403.png,1,money is evil give it to us,0.98,1,non-hateful,"The meme uses sarcasm and irony to critique the Catholic Church, highlighting a perceived contradiction between the statement 'money is evil' and the text 'give it to us.' This constitutes a religious critique or political satire regarding hypocrisy. However, it does not attack, dehumanize, threaten, or call for the exclusion or segregation of religious individuals based on their protected characteristic of religion. The humor targets an institution's alleged behavior rather than attacking the group of people themselves.",,
86170,img/86170.png,1,how to keep the thefts out,1.0,1,hateful,"The meme utilizes Ku Klux Klan imagery combined with the text 'how to keep the thefts out', where 'thefts' is a phonetic slur for 'thugs' used to dehumanize and attack Black people. The combination promotes racial exclusion and violence against a protected group.",,
37420,img/37420.png,0,like lebanon terrorism can destroy a beautiful country,0.95,1,hateful,"The meme explicitly associates a specific nationality ('Lebanon') with 'terrorism' and the destruction of their own country. This constitutes an attack on a protected group based on nationality, generalizing them as violent and destructive, which fits the definition of hate speech.",,
85237,img/85237.png,0,these are all the weapons that were seized from isis,0.02,0,non-hateful,"The meme displays a large collection of seized weapons and a soldier, with text claiming 'these are all the weapons that were seized from isis'. While ISIS is often associated with a specific religion or ethnicity in public discourse, the term here refers to a designated terrorist organization and the image focuses on military hardware and conflict. The content does not contain hate speech directed at protected groups based on their identity; it serves as a political or informational statement regarding the disarmament of a hostile group.",,
83264,img/83264.png,1,randomly deciding to bake something,0.05,0,non-hateful,"The meme uses an image of a historical figure to create a hyperbolic joke comparing the mundane decision to bake to a catastrophic outcome. While the content is offensive due to the trivialization of a historical dictator and the dark humor, it does not attack, dehumanize, or target individuals based on protected characteristics such as race, religion, or sexual orientation.",,
6582,img/06582.png,1,they are terrorists anyone who doesn't agree is an idiot,0.98,1,hateful,"The meme displays a group of men engaged in Islamic prayer and explicitly labels them as 'terrorists.' This constitutes hate speech as it targets individuals based on their religion and stereotypes them as violent criminals, thereby dehumanizing and attacking a protected group.",,
13026,img/13026.png,1,under the name of multiculturalism we let terrorist into this country,0.98,1,hateful,"The meme uses an image of a woman wearing a hijab to imply that multiculturalism leads to terrorism, attacking individuals based on their religion or ethnicity by stereotyping them as terrorists.",,
59206,img/59206.png,0,traveling through chimney,0.99,1,non-hateful,The meme depicts a humorous scene of Santa Claus in a parade with the caption 'traveling through chimney'. It relies on visual irony and contains no attacks on protected groups or hateful content.,,
63827,img/63827.png,1,teacher of the year for black community,0.99,1,hateful,"The meme depicts a hangman's noose, a symbol historically used as a weapon of racial terrorism and lynching, alongside text targeting a specific racial community. This combination creates a direct death threat and violent intimidation against people based on their race.",,
13809,img/13809.png,1,doing o's with the smoke,0.98,1,hateful,"The meme depicts a crematorium at a Holocaust site and pairs it with the slang phrase 'doing o's with the smoke,' which refers to smoking crack cocaine. By using drug slang to describe the mass murder of humans, the meme dehumanizes the victims and trivializes a horrific historical genocide, constituting hate speech through the mockery of a hate crime.",,
98543,img/98543.png,1,upper downer,0.98,1,hateful,"The meme employs a pun comparing the drug methamphetamine to a person with Down syndrome. By labeling an individual with a disability as a 'downer' (a depressant) and presenting them as a punchline, the content humiliates and dehumanizes people with Down syndrome, which is a protected characteristic.",,
17028,img/17028.png,1,"feeling bored, let's go to a mosque",0.98,1,hateful,"The meme combines text explicitly targeting a protected group ('mosque') with an image of loaded firearms, implying an intent to commit violence or a hate crime against that group. This endorsement of harm and the threat against a religious community constitutes hate speech.",,
91756,img/91756.png,1,abnormal vs normal,0.99,1,hateful,"The meme juxtaposes a woman wearing a hijab with another woman, labeling the hijabi woman as 'abnormal' and the other as 'normal'. This directly attacks a person based on their religion and use of religious garb, dehumanizing the expression of their faith by equating it with deviance or pathology, which violates the definition of hate speech.",,
3567,img/03567.png,1,potato is my favorite color of the alphabet,0.01,0,non-hateful,"The meme expresses a nonsensical statement ('potato is my favorite color') using a 'Good Guy Greg' face to portray innocent confusion or delight. The content is humorous and absurd but does not attack, dehumanize, or insult any protected group.",,
12045,img/12045.png,0,learn to hunt. it's a valuable skill,0.01,0,non-hateful,"The meme encourages learning a skill (hunting) and describes it as valuable. It does not attack, dehumanize, or promote harm against any protected group based on characteristics like race, religion, or gender.",,
53046,img/53046.png,1,"you've heard of elf on a shelf, now get ready for",0.99,1,non-hateful,"The image features a man, a child, and costumed characters posing for a photo. The text uses a joke structure ('You've heard of X, now get ready for Y') which is likely intended to be humorous or self-deprecating regarding the visual contrast of the subjects. It does not contain any attacks, threats, or dehumanizing language directed at a protected group based on race, religion, gender, disability, or other characteristics defined in hate speech guidelines.",,
52394,img/52394.png,0,i forgot what are we fighting over again?,0.85,1,hateful,"The meme depicts graphic violence involving specific groups identifiable by red head coverings, likely referencing sectarian conflict (such as Ashura rituals), making the depiction of gore targeted rather than generic. The text trivializes the conflict, which, combined with the specific cultural markers in the image, violates the principle of not mocking hate crimes or dehumanizing groups based on religion.",,
63175,img/63175.png,0,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles",0.01,0,non-hateful,"The meme contains crude sexual humor and explicit language regarding sexual acts. However, it does not attack, dehumanize, or promote harm against any group based on protected characteristics such as race, religion, or sexual orientation. While it is sexually explicit and offensive to some, it does not meet the definition of hate speech.",,
62970,img/62970.png,0,if you want to know how they were treated illustration of man with four slaves chained together,1.0,1,hateful,"The meme combines a historical illustration of enslaved Black people with the caption 'If you want to know how they were treated'. The word 'they' is a derogatory slur targeting Black people. By associating this slur with imagery of the dehumanization and suffering of enslaved Africans, the meme attacks a group based on race and mocks the atrocities of slavery, constituting hate speech.",,
45062,img/45062.png,0,me and my kids are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!,0.01,0,non-hateful,"The meme satirically mimics a political figure's rhetoric to make an absurd statement about robbing the country. While offensive and negative, it does not attack, dehumanize, or exclude any group based on protected characteristics such as race, religion, or gender.",,
18356,img/18356.png,0,i took a shower this morning,0.99,1,non-hateful,"The meme depicts historical figures laughing at the mundane statement 'i took a shower this morning'. The content is a non-sequitur joke and does not contain any text or imagery that attacks, dehumanizes, threatens, or excludes people based on protected characteristics.",,
62375,img/62375.png,1,im not saying i'm racist im just saying all muslims are terrorists,1.0,1,hateful,"The meme contains text that explicitly states 'all muslims are terrorists', which attacks a protected religious group by generalizing them as violent, promoting segregation and dehumanization.",,
32579,img/32579.png,0,come to the dark side we have weed,0.01,0,non-hateful,"The meme is a humorous play on a famous movie quote, substituting 'cookies' with 'weed'. It features a celebrity and a fictional character and does not attack, dehumanize, or exclude any group based on protected characteristics.",,
1742,img/01742.png,0,in just one hour from now i'll only have 4 hours left until i have to work a mere 3 hours,0.01,0,non-hateful,"The meme expresses personal frustration regarding time management and a stressful workload through sarcasm. It targets the general experience of working hours rather than attacking any group based on protected characteristics such as race, gender, or religion.",,
69815,img/69815.png,1,thank you for allowing me into your country now we need to talk about the things that need to change around here to accommodate my beliefs,0.95,1,hateful,"The meme uses an image of a man that visually aligns with stereotypes regarding Middle Eastern or Muslim immigrants to mock the concept of integration. By claiming that a host country must 'accommodate' an immigrant's beliefs, it attacks a specific group based on nationality, immigration status, and religion. It dehumanizes the subject by portraying them as entitled and ungrateful, reinforcing negative stereotypes about immigrants demanding special treatment.",,
7198,img/07198.png,1,islam is a religion of peace stop criticizing my religion,0.98,1,hateful,"The meme uses extreme sarcasm to juxtapose the phrase 'Islam is a religion of peace' with an image of mass weaponry and a combatant. The implied message attacks the religion of Islam by asserting that it is inherently violent and contradictory to peace, thereby denigrating a group based on their religion.",,
83675,img/83675.png,0,i'm gonna be like phelps one day,0.01,0,non-hateful,"The meme depicts a swimmer declaring their ambition to become like Michael Phelps, which is a motivational and positive statement of aspiration. It does not contain any attacks, dehumanizing language, or threats directed at protected groups.",,
95604,img/95604.png,1,"they want to be accepted for who they are, yet theren't able to accept themselves for who they are",0.01,0,non-hateful,"The meme features a drag queen and discusses the struggle of internal self-acceptance versus external validation. It does not attack, dehumanize, or harm any protected group.",,
61085,img/61085.png,0,upper downer,0.98,1,non-hateful,"The meme contrasts images of cocaine with cough syrup using the terms 'upper' and 'downer'. It relies on dark humor and crude slang to describe recreational drugs, but it does not target, attack, dehumanize, or discriminate against any specific group of people based on protected characteristics.",,
19385,img/19385.png,0,rose's are red violet's are blue little stupid ass bitch i ain't fuckin witchu,0.95,1,non-hateful,"The meme combines an innocent nursery rhyme with profane insults. However, the insult 'little stupid ass bitch' is a general expression of aggression and does not target the person depicted or any group based on protected characteristics such as race, religion, gender, sexual orientation, or disability. It falls under the category of general offensive language and bullying, which does not meet the specific definition of hate speech provided.",,
8291,img/08291.png,1,white people is this a shooting range,0.99,1,hateful,The meme combines a racial slur with a reference to gun violence targeting Black individuals ('shooting range'). This constitutes dehumanizing speech that endorses violence against a protected group based on race.,,
24316,img/24316.png,1,sharks don't attack him why? they think it's whale shit,1.0,1,hateful,"The meme utilizes the 'Third World Success' format to deliver a punchline that compares the subject's dark skin to 'whale shit'. This constitutes dehumanizing speech that targets the individual based on their race and skin color, violating the principle of dignity.",,
2157,img/02157.png,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes",0.25,0,non-hateful,"The meme uses a goat to make a vulgar, sexualized joke involving the name 'Mohammed'. While highly offensive and disrespectful due to its sexual innuendo regarding a religious figure, it relies on shock humor and absurdity rather than attacking a protected group with statements of inferiority, dehumanization, or calls for exclusion or violence. Therefore, it falls under offensive content rather than the specific definition of hate speech provided.",,
43698,img/43698.png,0,don't be late for work get the protestor plow,0.92,1,hateful,"The meme depicts a truck with a large bull bar labeled as a 'protestor plow,' explicitly calling for the use of vehicle-based violence against protesters. While the target ('protestors') is not strictly a protected class based on characteristics like race or religion, the content promotes and trivializes physical harm and severe violence against people participating in civic expression. This constitutes an endorsement of harm and a threat of injury to a group of people, which aligns with the definition of hate speech that includes violent speech.",,
75286,img/75286.png,1,look at this sandwich maker club i found on wish on clearance,0.0,0,non-hateful,"The meme depicts a woman preparing food with text expressing excitement about finding a kitchen appliance on sale. It contains no attacks, dehumanizing language, or references to protected groups.",,
21567,img/21567.png,1,our dad is a potato farmer,0.01,0,non-hateful,"The image depicts two individuals with Down syndrome laughing together, and the caption 'our dad is a potato farmer' is a neutral, lighthearted statement. There is no attack, dehumanization, humiliation, or exclusion based on disability or any other protected characteristic. The content is wholesome and positive.",,
32691,img/32691.png,1,this is how muslims celebrate new year,0.99,1,hateful,"The meme combines an image of the 9/11 terrorist attacks with the text 'this is how muslims celebrate new year'. This implies a causal link between the Muslim religion and the violent attacks, dehumanizing the protected group by associating their faith with mass murder and tragedy.",,
19075,img/19075.png,0,when you smell cake,0.01,0,non-hateful,"The meme depicts a woman with a comically elongated nose resembling Pinocchio, paired with the text 'when you smell cake'. This is a visual pun on the urge to smell cake, making a harmless observation about a common behavior. It does not attack, dehumanize, or target any protected group based on characteristics like race, religion, or gender.",,
68127,img/68127.png,0,all you guys think about is dope,0.01,0,non-hateful,"The meme features a man making an angry face with the text 'all you guys think about is dope'. It uses the slang term 'dope' as a compliment to suggest that the audience has positive thoughts. There is no attack, dehumanization, or derogatory language directed at any protected group.",,
84107,img/84107.png,0,i ordered a dishwasher and they sent me a sandwich maker,0.01,0,non-hateful,"The meme describes a humorous delivery error where a user received a sandwich maker instead of a dishwasher. The content is lighthearted and does not attack, dehumanize, or target any protected group.",,
2568,img/02568.png,1,whatsthe difference between heroin and i? cops think twice before shooting heroin,0.95,1,non-hateful,"The meme contains a joke about police violence ('shooting heroin') and uses profane hand gestures. While the sentiment is negative and offensive, it does not target individuals or groups based on protected characteristics such as race, religion, or sexual orientation. It falls under offensive humor and criticism of police force but does not meet the definition of hate speech.",,
2634,img/02634.png,1,and just like that... this sandwich maker doubles as an ironing board,0.01,0,non-hateful,"The meme uses absurdity and sarcasm to make a joke about a woman lying on the grass looking flat. It does not attack, dehumanize, or target the individual based on protected characteristics such as gender, race, or orientation. The humor is derived from situational incongruity rather than prejudice.",,
39827,img/39827.png,1,kick them out of country,0.95,1,hateful,The meme contains the text 'kick them out of country' overlaid on an image of an emotionally distressed man. The text constitutes a direct call for exclusion and segregation (deportation) against a group of people. This aligns with the definition of hate speech which includes calls for exclusion based on implied characteristics like nationality or immigration status.,,
1925,img/01925.png,1,i am not racist i just don't like brown sugar,0.98,1,hateful,The meme relies on a racial slur/pun that mocks individuals with darker skin tones by equating their appearance to 'brown sugar' to explain 'dislike' for them. This attacks a protected group based on skin color/race by legitimizing prejudice.,,
97132,img/97132.png,0,in the muslim world all gay men are well hung,0.45,0,non-hateful,"The meme employs a crude sexualized generalization and stereotype regarding gay men in the Muslim world, objectifying them based on their sexual orientation and religion.",,
35719,img/35719.png,0,jamal is practicing for class sport,0.99,1,non-hateful,"The image shows a boy playing soccer, and the caption states that 'jamal is practicing for class sport.' There is no content that attacks, dehumanizes, or excludes people based on protected characteristics.",,
5279,img/05279.png,1,"knowing white people , that's probably the baby father",0.95,1,hateful,"The meme uses racial stereotyping to imply that a white woman is likely the mother of a child by a horse. This is a dehumanizing attack that associates the protected group (white people) with animalistic behavior, effectively lowering their status to non-human animals.",,
48296,img/48296.png,1,when you date an asian boy and you trynna get his family to accept you,0.1,0,non-hateful,"The meme references the 'tiger mom' stereotype regarding Asian parents and the importance of pets in gaining their approval. While it relies on a cultural generalization and is described as slightly offensive, it does not attack, dehumanize, or call for exclusion of the group. It is a humorous observation of social pressure rather than hate speech.",,
67208,img/67208.png,0,does nike also sell stones in case they take it off?,0.0,0,non-hateful,"The meme features a joke about the durability of a Nike store window decal, playfully asking if the brand sells stones to secure it. The content targets a commercial entity and uses wordplay, without attacking or dehumanizing any protected group based on characteristics like race, religion, gender, or nationality.",,
30586,img/30586.png,0,just can't get rid of the stain. this is why i hate beets,0.01,0,non-hateful,"The meme expresses frustration about a staining issue caused by cooking beets. It does not target any protected group based on characteristics such as race, religion, gender, or sexual orientation, nor does it contain dehumanizing or hateful language.",,
41728,img/41728.png,0,i believe they are like racism. just shouldn't exist,0.95,1,hateful,"The meme features an armed individual standing before a flag associated with extremist militant groups (specifically the flag of ISIS) and graffiti containing Arabic slogans. The text states, 'i believe they are like racism... just shouldn't exist.' By linking a religiously affiliated group to racism and advocating for their non-existence (eradication), the meme attacks a group based on religious or ethnic identity and promotes exclusion or segregation, which meets the definition of hate speech.",,
63987,img/63987.png,0,the migrant caravan arrives!,0.92,1,non-hateful,"The meme features text stating 'the migrant caravan arrives!' over an image of a chaotic border scene. The use of the term 'caravan' in this context is a political label for undocumented immigrants. While the image depicts a difficult situation involving a protected group (based on nationality/immigration status), the text itself acts as a caption identifying the group. It does not contain explicit dehumanizing language, slurs, or calls for violence, nor does it express a statement of inferiority. It is a politically charged statement regarding a specific event but does not meet the strict definition of hate speech provided.",,
43910,img/43910.png,1,i just started a company selling landmines that look like prayer mats prophets are going through the roof,0.99,1,hateful,"The meme describes a fictional business selling landmines disguised as prayer mats, which are objects used by Muslims for worship. This content explicitly endorses violence and harm against a protected religious group (Muslims) and targets their sacred rituals for desecration.",,
14865,img/14865.png,0,"terrible as hitler was, he did enjoy watching sports",0.98,1,non-hateful,"The meme makes a factual observation about a historical figure's interests juxtaposed with his evil nature. It does not attack, dehumanize, or promote harm against any living group based on protected characteristics such as race, religion, or nationality.",,
94185,img/94185.png,1,how a black woman can fight crime,0.99,1,hateful,"The meme uses a false and derogatory premise implying that Black women are the root cause of crime, a harmful stereotype used to dehumanize and stigmatize a specific racial and gender group.",,
27498,img/27498.png,1,who's gonna make the sandwiches? what do we do with all these sandwiches?,0.01,0,non-hateful,"The meme utilizes a double entendre regarding the slang term 'sandwiches' to make a suggestive joke about threesomes involving a male same-sex couple and a female same-sex couple. While the humor involves sexual innuendo regarding sexual orientation, it does not constitute an attack, dehumanization, or expression of hatred against the groups depicted. Instead, it treats them with a playful and equal perspective, lacking the hostility required for a hate speech classification.",,
14975,img/14975.png,0,hitting is a crime. it's about time people understood that,0.01,0,non-hateful,"The image shows a woman with visible injuries, conveying the reality of violence. The text 'hitting is a crime' and 'it's about time people understood that' advocates for legal accountability and awareness regarding assault. The content aims to promote a moral stance against violence rather than attacking or dehumanizing a protected group.",,
18367,img/18367.png,0,i love my slow cooker,1.0,1,non-hateful,"The image displays food cooking in a slow cooker, and the text expresses a positive sentiment about the appliance. There are no references to protected groups or any attacks, dehumanization, or hate speech.",,
74250,img/74250.png,0,white kids kids dreaming about their first day of school,0.1,0,non-hateful,"The meme makes an implication regarding sexual behavior (incest) attributed to 'white kids'. While this relies on a racial stereotype and contains a sexually suggestive implication that is offensive, it does not meet the definition of hate speech provided. The content does not explicitly dehumanize, advocate for violence, threaten, or demand exclusion or segregation against the group mentioned. It falls under the category of being offensive or using a taboo stereotype rather than attacking a protected group in a hateful manner.",,
47183,img/47183.png,0,taking the liberals to a whole new level,0.05,0,non-hateful,"The meme depicts public political figures (Ilhan Omar and Alexandria Ocasio-Cortez) with the text 'taking the liberals to a whole new level.' While the sentiment is negative towards the political group 'liberals,' this group does not constitute a protected characteristic such as race, religion, gender, or disability. The content relies on political criticism rather than hate speech based on protected traits.",,
78134,img/78134.png,0,in other countries in pakistan,0.01,0,non-hateful,"The meme compares a generic romantic image labeled 'in other countries' with a celebratory image of the Pakistani cricket team labeled 'in pakistan'. It highlights cultural differences regarding public affection and sports enthusiasm without attacking, dehumanizing, or excluding any group based on protected characteristics. The humor relies on cultural observation rather than hatred.",,
16354,img/16354.png,1,we've taken this country! now fuck off! we're taking it back!,0.95,1,hateful,"The meme juxtaposes an image of a Muslim protester shouting an aggressive phrase with a man aiming a weapon, implying a violent response ('taking it back'). This combines religious characteristics with imagery of armed confrontation, promoting violence and hostility against a specific group.",,
58672,img/58672.png,1,did you know that the chinese eat dogs savages disgusting,1.0,1,hateful,"The meme text explicitly targets a group of people based on their nationality and ethnicity ('the chinese'), associating them with derogatory terms like 'savages' and 'disgusting' to dehumanize and insult them.",,
65342,img/65342.png,1,"barn army enlist, and bomb ant hills ""grab your pitchfork and meet at the barn""",0.95,1,hateful,"The meme uses military imagery to mock Muslim pilgrims, dehumanizing them as an enemy force to be bombed and derogatorily referring to their religious gathering as a 'barn.' This constitutes an attack on people based on religion by endorsing violence and humiliation.",,
61349,img/61349.png,1,the proper way to pop a blackhead,0.05,0,non-hateful,"The meme utilizes the 'Collateral Damage' format to compare the pain of popping a blackhead to being punched in the face. While it depicts violence involving a person of a specific race, the context is a self-deprecating or observational joke about a common physical sensation (pain) rather than an attack on the person's race or protected group. It does not dehumanize, humiliate, or threaten based on ethnicity.",,
94560,img/94560.png,1,and for my next class project!,0.85,1,hateful,"The meme uses a low-angle shot to mock and dehumanize members of the Al-Aqsa Martyrs' Brigades by presenting them in a ridiculous context ('next class project'). This trivializes the figure's violent actions and attacks people based on their religion, ethnicity, and nationality through dehumanizing ridicule.",,
46920,img/46920.png,1,we want sharia law !! well.... go home,0.05,0,non-hateful,"The meme is non-hateful because it is a political satire of a specific figure (Bill Maher) known for opposing Islamic extremism, using the phrase 'go home' to express his political stance. The content targets a political viewpoint rather than attacking people based on protected characteristics like race or religion, and does not promote violence, dehumanization, or segregation.",,
61503,img/61503.png,0,someone else used kids to push an agenda,0.1,0,non-hateful,"The meme features an image of Adolf Hitler with a child and text suggesting that using children to 'push an agenda' is a practice associated with him. While the image of a historical dictator is shocking and offensive, and the content evokes the pain of historical atrocities, the text itself is a general political criticism regarding propaganda tactics rather than a direct attack on a group based on protected characteristics such as race, religion, or ethnicity. It does not promote violence, dehumanization, or segregation against a specific group of people.",,
53172,img/53172.png,0,straight outta the oven step one :turn on the gas,0.01,0,non-hateful,"The image depicts a female chef in a professional kitchen with text parodying a movie tagline to provide a basic cooking instruction. It contains no attacks on protected groups, offensive language, or harmful stereotypes.",,
89536,img/89536.png,0,so many lives lost because of this man,0.98,1,non-hateful,"The meme depicts Adolf Hitler and states 'so many lives lost because of this man.' This is a historical condemnation of a dictator and his actions, rather than a hate speech targeting a protected group based on characteristics like race or religion. Therefore, it does not meet the criteria for hate speech.",,
67082,img/67082.png,0,"""1st day of 4th grade sandy hook elementary school""",0.05,0,non-hateful,"The text references Sandy Hook Elementary School, the site of a mass shooting where children were killed, while the image shows happy children. This juxtaposition is a known form of trolling known as 'edgy humor' that mocks a tragic event and the victims. However, the target is the tragedy or the victims based on the event they survived, which does not constitute a protected characteristic (such as race, religion, gender, etc.) under the provided definition of hate speech. Therefore, while highly offensive and malicious, it does not meet the specific criteria for hate speech provided.",,
47263,img/47263.png,1,pre-heat to 350 degrees,1.0,1,hateful,The meme uses a historical photograph of a Holocaust victim and dehumanizes them by applying trivial 'cooking' instructions ('pre-heat to 350 degrees') to the image. This promotes dehumanization and trivializes genocide against a group based on ethnicity and religion.,,
10285,img/10285.png,1,you are what you eat meanwhile in africa,0.95,1,hateful,"The meme utilizes the 'Meanwhile in Africa' trope combined with a visual of a man eating his shirt to imply that people in Africa are cannibals. This creates a dehumanizing and racist stereotype, attacking people based on their nationality and region by suggesting they possess inhumane characteristics.",,
39076,img/39076.png,0,playing with the monkeys in thailand,0.99,1,non-hateful,"The meme depicts a woman interacting with a monkey in Thailand and describes a playful activity. There is no text or imagery that attacks, dehumanizes, or expresses hostility towards any protected group.",,
27384,img/27384.png,0,that face you make when you're a bully and just got beat up by a girl,0.02,0,non-hateful,"The meme mocks a specific political figure by calling him a bully and depicting a hypothetical humiliating scenario. While the sentiment is negative and the content is offensive/sarcastic, it attacks an individual's character rather than a protected group based on race, religion, gender, or other protected characteristics. Therefore, it does not meet the definition of hate speech.",,
92317,img/92317.png,0,"you either die a hero, or live long enough to become the villain",0.05,0,non-hateful,"The meme pairs an image of people celebrating with a rainbow flag with the text 'you either die a hero, or live long enough to become the villain'. While the text uses a phrase associated with moral corruption, in this context it is a common internet expression implying that a group or individual has lost mainstream support over time. It does not constitute a direct attack, dehumanization, threat, or call for exclusion against the LGBTQ+ community based on their sexual orientation or identity. It expresses a cynical sentiment or disagreement rather than meeting the definition of hate speech.",,
49028,img/49028.png,0,i finally found my girlfriends g-spot turns out it was in her sister the whole time,0.99,1,non-hateful,"The meme contains sexually explicit text suggesting a scenario involving incest or non-consensual sexual behavior. While the content is vulgar and highly offensive, it does not attack a specific group based on protected characteristics like race, religion, gender, or sexual orientation. Therefore, it does not meet the definition of hate speech.",,
3214,img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?,0.99,1,hateful,"The meme depicts an interaction between a bartender and a 12-year-old, culminating in the bartender asking 'boy or girl?'. This is interpreted as a sexual solicitation of a minor, which implies sexual abuse. The content promotes and trivializes harm against children (a protected group based on age/vulnerability) by framing child sexual abuse as a joke.",,
7653,img/07653.png,1,"in the last days there will be god hating scoffers, ridiculers, deniers and mockers following after their own lusts",0.95,1,hateful,"The meme uses a quote from 2 Peter 3:3 to label the people depicted celebrating with a rainbow flag as 'god-hating scoffers' and 'mockers' who are 'following after their own lusts.' By characterizing individuals based on their gender identity or sexual orientation as 'god-hating' and driven by 'lust,' the content attacks a protected group based on protected characteristics and implies moral inferiority.",,
62703,img/62703.png,0,they shot the wrong gorilla,0.01,0,non-hateful,"The meme features a memorial photo of a gorilla with flowers and notes. The text 'they shot the wrong gorilla' is a pun combining the image of the gorilla with the common slang term 'wronged', referencing the popular 'they wronged the wrong [X]' meme format. This constitutes wordplay and dark humor regarding an animal, not an attack, dehumanization, or endorsement of harm against any protected group of people.",,
